word,level,encoded_level
tranquilize,C2,5
tranquilise,C2,5
transaction,B2,3
transatlantic,C1,4
transcribe,C2,5
transcript,B2,3
transfer,B2,3
transfix,C1,4
transform,B1,2
transformation,B1,2
transfusion,B2,3
transient,B2,3
transistor,B2,3
transit,C1,4
transition,B2,3
transitional,B1,2
transitive,B2,3
translate,B1,2
translation,B2,3
translator,B2,3
transmission,B2,3
transmit,B2,3
transmitter,C2,5
transparency,C2,5
transparent,B2,3
transplant,C1,4
transport,B2,3
transportation,B1,2
trap,A2,1
trash,B1,2
trauma,C1,4
traumatic,C1,4
travel,A2,1
travel agent,B1,2
traveler,B1,2
traveller,B1,2
traverse,B2,3
tray,B2,3
treacherous,C2,5
treacherously,C2,5
treachery,C2,5
tread,C1,4
treasure,A2,1
treat,B2,3
treatise,C2,5
treatment,B1,2
treaty,B2,3
tree,A1,0
trek,B2,3
tremble,B1,2
tremendous,B1,2
tremendously,B2,3
tremor,B2,3
trend,B1,2
trendy,C2,5
trial,B2,3
triangle,B2,3
tribe,B2,3
tribunal,B2,3
tribune,C2,5
tributary,C2,5
tribute,B2,3
trick,B2,3
tricky,B2,3
trifle,C2,5
trigger,B1,2
trim,B1,2
trio,B2,3
trip,B2,3
trip up,C2,5
triumph,B1,2
trivial,B2,3
troll,C2,5
trolley,B2,3
troop,B2,3
trophy,B2,3
tropic,B2,3
tropical,B1,2
trouble,B1,2
troublesome,B2,3
trousers,A1,0
truce,C2,5
truck,A1,0
true,A1,0
truism,C2,5
truly,A2,1
trumpet,B1,2
trunk,B2,3
trust,B2,3
trustee,C1,4
trustworthy,B1,2
trusty,B2,3
truth,A2,1
truthful,B2,3
truthfulness,B2,3
try,A2,1
try on,A2,1
trying,C1,4
t-shirt,A1,0
tee-shirt,B2,3
tub,B2,3
tube,A1,0
tuberculosis,B2,3
tuck,B2,3
tuesday,A1,0
tug,B2,3
tuition,B2,3
tulip,B2,3
tumble,C1,4
tummy,B2,3
tumor,B2,3
tumour,B2,3
tuna,B1,2
tune,C1,4
tunnel,B2,3
turbulence,B1,2
turbulent,B2,3
turk,C2,5
turkey,A1,0
turkish,B1,2
turmoil,C1,4
turn,A1,0
turn down,B1,2
turn off,A2,1
turn on,A2,1
turn out,A2,1
turn over,C2,5
turn to,C1,4
turn up,B1,2
turning,B1,2
turnover,B2,3
turret,C2,5
turtle,B1,2
tutor,B2,3
tutorial,C2,5
tv,A1,0
twelfth,C2,5
twelve,A1,0
twentieth,A2,1
twenty,A1,0
twice,A2,1
twin,B1,2
twinkle,B2,3
twist,B2,3
twisted,B2,3
twitch,C1,4
two,A1,0
tycoon,C1,4
type,B1,2
typhoid,B2,3
typical,B1,2
typically,B1,2
tyranny,B2,3
tyrant,B2,3
tyre,B1,2
uganda,C1,4
ugly,A1,0
ukrainian,C2,5
ultimate,B2,3
ultimately,B2,3
umbrella,A1,0
unable,B1,2
unacceptable,B2,3
unadulterated,C2,5
unafraid,B1,2
unanimous,C2,5
unanimously,C2,5
unashamedly,B2,3
unassisted,C1,4
unattractive,B2,3
unauthorized,B2,3
unauthorised,B2,3
unavailable,B2,3
unavoidable,C2,5
unaware,B2,3
unbearable,B2,3
unbeatable,B2,3
unbelievable,B1,2
uncanny,C2,5
uncertain,A2,1
uncertainty,B1,2
unchanged,B2,3
uncharacteristic,B2,3
uncle,A1,0
unclear,B1,2
unclearly,B2,3
uncomfortable,A2,1
uncomfortably,B2,3
uncommon,B2,3
unconcerned,B2,3
unconscious,B2,3
uncontrollable,B1,2
unconventional,C1,4
unconvincing,C1,4
unconvincingly,C1,4
uncover,B1,2
undaunted,C1,4
undemonstrative,C2,5
undemonstratively,C2,5
under,A1,0
underage,B1,2
underestimate,B2,3
undergo,B1,2
undergraduate,B2,3
underground,B2,3
underlie,C2,5
underline,B1,2
undermine,B2,3
underneath,B2,3
underpants,B1,2
underpin,C1,4
undersea,B2,3
understand,A2,1
understandable,B2,3
understanding,B2,3
undertake,B2,3
undertaking,C1,4
underwater,B2,3
underway,C2,5
underwear,B2,3
undiminishing,C2,5
undo,B1,2
undoubted,C2,5
undoubtedly,B2,3
undreamed,B2,3
undress,B1,2
undressed,B2,3
unease,B2,3
uneasily,B2,3
uneasy,A2,1
unemployed,B1,2
unemployment,B1,2
unencumbered,C2,5
unenthusiastic,B2,3
unenviable,C1,4
unenviably,C1,4
unequivocal,C2,5
unequivocally,C2,5
uneven,B2,3
uneventful,C1,4
unexceptional,C2,5
unexceptionally,C2,5
unexcused,C2,5
unexpected,B1,2
unexpectedly,B1,2
unfair,A2,1
unfairly,B1,2
unfaithful,C2,5
unfaithfulness,C2,5
unfamiliar,B2,3
unfashionable,B2,3
unfeasible,C2,5
unfeasibly,C2,5
unfit,B1,2
unfold,B1,2
unforeseen,B2,3
unforgettable,A2,1
unfortunate,B1,2
unfortunately,A2,1
unfriendly,B1,2
ungodly,B2,3
unhappiness,B2,3
unhappy,A2,1
unharried,C2,5
unhealthy,A2,1
unheard,B1,2
unhelpful,B2,3
unification,C2,5
unified,C2,5
uniform,A2,1
uniformity,C1,4
unify,B1,2
unimaginable,B2,3
unimaginably,B2,3
unimportant,A2,1
uninspiring,C1,4
uninterested,B1,2
uninteresting,B1,2
union,B1,2
unique,B1,2
unison,C1,4
unit,A2,1
unitary,C2,5
unite,B1,2
united,B2,3
united kingdom,A1,0
united states,A1,0
unity,B1,2
universal,B2,3
universe,B1,2
university,A2,1
unjust,C2,5
unjustly,B2,3
unkind,B2,3
unknown,A2,1
unless,B1,2
unlike,B2,3
unlikely,B1,2
unlimited,B2,3
unload,B2,3
unlock,B2,3
unlucky,B1,2
unmanageable,C1,4
unmanned,C1,4
unmarried,C2,5
unmediated,C2,5
unmistakable,B2,3
unmistakably,B2,3
unmusical,C1,4
unmusically,C1,4
unnatural,B2,3
unnecessarily,C2,5
unnecessary,A2,1
unnerve,C2,5
unnerving,C2,5
unnervingly,C2,5
unobtrusive,C2,5
unobtrusively,C2,5
unobtrusiveness,C2,5
unoccupied,C1,4
unofficial,B2,3
unpack,B1,2
unpleasant,A2,1
unplug,C1,4
unpopular,B2,3
unprecedented,C1,4
unpredictable,B1,2
unpromising,C2,5
unravel,C2,5
unrealistic,B2,3
unreasonable,B2,3
unrelated,B1,2
unreliable,B2,3
unreliably,C1,4
unrest,B2,3
unsafe,B2,3
unsatisfactory,B2,3
unscathing,C1,4
unselfish,B2,3
unsettle,C1,4
unsettling,C1,4
unstoppable,B2,3
unsuccessful,B2,3
unsuitable,B2,3
unsure,B2,3
unsurpassed,C2,5
unsuspected,C2,5
unsustainable,C1,4
unsustainably,C1,4
untalented,B2,3
untangle,C1,4
untangled,C1,4
unthinkable,C2,5
unthinkably,B2,3
untidy,B1,2
untie,B2,3
until,B1,2
unto,B2,3
untreated,B2,3
untrimmed,B2,3
unusual,A2,1
unusually,B1,2
unusualness,B2,3
unveil,C2,5
unwanted,B1,2
unwavering,C1,4
unwaveringly,C1,4
unwell,B1,2
unwilling,B2,3
unwise,B2,3
unworldly,B2,3
up,A2,1
upbringing,B2,3
update,B2,3
upgrade,B2,3
upheaval,C1,4
uphill,C2,5
uphold,C1,4
uplifted,B1,2
upload,B1,2
upon,A2,1
upper,B1,2
upright,B2,3
uprising,C2,5
upset,B2,3
upside down,B2,3
upside,B2,3
upstairs,B1,2
up-to-date,B1,2
upward,B1,2
upwards,B1,2
uranium,C2,5
urban,B2,3
urge,B2,3
urgency,C1,4
urgent,B1,2
urgently,B2,3
urine,C1,4
us,A1,0
usable,C2,5
usage,B1,2
use,A2,1
use up,A2,1
used,A2,1
used to,B1,2
useful,A2,1
usefulness,C2,5
useless,B1,2
user,B2,3
usher,C1,4
usual,A2,1
usually,A1,0
utensil,C1,4
utilisation,C2,5
utilise,B2,3
utilitarian,C2,5
utility,C2,5
utilization,C2,5
utilize,C2,5
utmost,C2,5
utopia,C2,5
utter,C2,5
utterly,C1,4
vacancy,B1,2
vacant,B2,3
vacation,A1,0
vaccine,B2,3
vacuum,C1,4
vague,B1,2
vain,B1,2
valentine,B2,3
valid,B2,3
validate,C2,5
validation,C2,5
validity,C1,4
valley,A2,1
valuable,B1,2
valuation,C1,4
value,B2,3
valve,C1,4
van,B1,2
vandal,C2,5
vandalize,C2,5
vanish,B2,3
vanity,B2,3
variable,B1,2
variant,C2,5
variation,B2,3
varied,B2,3
variety,B1,2
various,B1,2
vary,B1,2
vase,A1,0
vast,B1,2
vat,C2,5
vatican,C2,5
vegetable,A1,0
vegetarian,B1,2
vegetation,C1,4
vehicle,B1,2
veil,C2,5
vein,B1,2
vendor,C1,4
venerate,C1,4
veneration,C1,4
venomous,C2,5
venomously,C2,5
ventilate,C1,4
ventilation,C1,4
venture,C2,5
venue,B2,3
veranda,C2,5
verandah,C1,4
verb,A2,1
verbal,B2,3
verbally,B2,3
verbatim,C2,5
verdict,C1,4
verification,C2,5
verify,C1,4
verily,C2,5
verisimilitude,C2,5
veritable,C2,5
vermin,C2,5
versatile,C1,4
versatility,C1,4
verse,B2,3
version,B2,3
versus,B2,3
vertical,C1,4
verve,C1,4
very,B2,3
vessel,B1,2
vest,C1,4
vestigial,C2,5
vestigially,C2,5
vet,B1,2
veteran,B2,3
veto,C2,5
via,B1,2
viable,C1,4
vibrant,C1,4
vibrate,B2,3
vibration,B2,3
vice,B1,2
vice president,B1,2
vice versa,C2,5
vice-president,C2,5
vicinity,C2,5
vicious,C1,4
viciously,C1,4
victim,B1,2
victorious,C1,4
victoriously,C1,4
victory,B1,2
video,A1,0
video clip,B1,2
video game,A2,1
vietnam,B2,3
view,B1,2
viewer,B2,3
viewing,C1,4
viewpoint,B1,2
vigor,B2,3
vigour,B2,3
vigorous,B2,3
vigorously,B2,3
vile,C2,5
villa,B2,3
village,A2,1
villager,B2,3
vindicate,C2,5
vindication,C2,5
vinegar,B2,3
violate,B2,3
violation,C1,4
violence,B1,2
violent,A2,1
violently,B1,2
violet,C1,4
violin,A2,1
virgin,C1,4
virginal,C2,5
virtual,B1,2
virtual reality,B2,3
virtually,B2,3
virtue,B2,3
virtuosity,C2,5
virtuoso,C2,5
virus,B1,2
visa,B1,2
vis-a-vis,C2,5
visibility,C2,5
visible,B1,2
visibly,B2,3
vision,B1,2
visit,A1,0
visitor,A2,1
visual,B1,2
visualise,C2,5
visually,B1,2
vital,B2,3
vitality,C1,4
vitamin,B2,3
vivid,B1,2
vividly,B1,2
vocabulary,A2,1
vocal,C1,4
vocalist,C2,5
vocational,C2,5
vodka,C2,5
voice,C1,4
void,C2,5
volcano,B1,2
volleyball,A1,0
voltage,C1,4
volume,B1,2
voluntarily,C2,5
voluntary,C1,4
volunteer,B2,3
vomit,B2,3
voracious,C1,4
voraciously,C1,4
voracity,C2,5
vortex,C2,5
vote,B1,2
voter,B2,3
voting,B2,3
voucher,C1,4
vow,B2,3
vowel,B1,2
voyage,B1,2
vs,B2,3
vulnerable,B1,2
wage,B2,3
wager,C2,5
wages,A2,1
wagon,B1,2
waist,B2,3
waistcoat,B2,3
wait,B2,3
waiter,A1,0
waitress,A1,0
wake,B1,2
wales,A1,0
walk,A1,0
walkabout,B2,3
walker,B2,3
walking,A2,1
wall,A1,0
wallboard,B2,3
wallet,A2,1
wallow,C2,5
wallpaper,C2,5
walnut,B2,3
wander,A2,1
wane,C2,5
wanker,C1,4
want,B2,3
wanted,C2,5
war,A1,0
ward,B1,2
wardrobe,B1,2
warehouse,C1,4
wares,C1,4
warm,B1,2
warmly,B1,2
warmth,B1,2
warn,B1,2
warning,B1,2
warranty,B1,2
warrior,B1,2
warship,B2,3
wartime,B2,3
wary,C1,4
was,A1,0
wash,A1,0
wash up,C2,5
washbowl,B1,2
washing machine,A2,1
washing,C1,4
washing-up,A2,1
washroom,C2,5
washtub,C1,4
wasp,B2,3
waste,B1,2
wasteful,B1,2
watch,A1,0
watch out,C2,5
water,B2,3
waterfall,B1,2
waterfront,C1,4
watermelon,C2,5
waterproof,B2,3
wave,B1,2
wax,C2,5
way,A1,0
wayside,C1,4
wayward,C2,5
we,A1,0
weak,A2,1
weaken,B2,3
weakly,B2,3
weakness,B1,2
wealth,A2,1
wealthy,B2,3
weapon,B1,2
wear,A1,0
wearisome,B2,3
weary,B2,3
weather,A1,0
weather forecast,B1,2
weave,B2,3
web,A2,1
web page,A2,1
webcam,B1,2
webpage,C2,5
website,A2,1
wed,B2,3
wedding,A2,1
wednesday,A1,0
wee,B2,3
weed,B2,3
week,A1,0
weekday,A2,1
weekend,A1,0
weekly,A2,1
weep,A2,1
weigh,A2,1
weight,A2,1
weird,B1,2
welcome,B2,3
welfare,B2,3
well,A1,0
well-balanced,B2,3
well-built,B2,3
well-dressed,B1,2
well-known,A2,1
well-organized,B2,3
well-organised,B2,3
well-paid,B2,3
welsh,A2,1
were,A1,0
west,A2,1
western,B2,3
westward,B1,2
wet,A2,1
wetland,B1,2
whale,B1,2
what,A1,0
whatever,B1,2
whatsoever,C1,4
wheat,B2,3
wheel,A1,0
wheelchair,A2,1
wheeze,C2,5
when,A1,0
whenever,B1,2
where,A1,0
whereabouts,C2,5
whereas,B2,3
whereby,B2,3
wherever,B1,2
whether,B1,2
which,A1,0
whichever,B2,3
while,B1,2
whilst,C1,4
whim,C2,5
whine,C2,5
whip,B2,3
whir,C2,5
whirlwind,C2,5
whiskey,B2,3
whisky,C1,4
whisper,B2,3
whistle,B2,3
white,A1,0
who,A1,0
whoever,B1,2
whole,B1,2
wholly,C2,5
whom,A2,1
whoops,B2,3
whose,A1,0
why,A1,0
wicked,C1,4
wickedly,C1,4
wide,A2,1
widely,A2,1
widen,B2,3
widespread,B1,2
widow,B2,3
widower,C2,5
width,B2,3
wife,A1,0
wild,A2,1
wilderness,B2,3
wildlife,B1,2
wildly,B1,2
will,B2,3
willing,B2,3
willingly,B2,3
willingness,B1,2
win,B2,3
wind,B2,3
winding,B2,3
window,A1,0
windscreen,B1,2
windshield,B2,3
windsurfing,B1,2
windy,A2,1
wine,A2,1
wing,C1,4
wink,B2,3
winner,A2,1
winning,C1,4
winter,A1,0
wipe,B2,3
wire,B2,3
wireless,C1,4
wisdom,A2,1
wise,A2,1
wish,A2,1
wistful,C2,5
wistfully,C2,5
wit,B2,3
witch,C1,4
with,A1,0
withdraw,B2,3
withdrawal,C1,4
withdrawn,C1,4
wither,C2,5
within,A2,1
without,A2,1
withstand,C2,5
witness,B2,3
witty,B2,3
wizard,B1,2
wizened,C1,4
wolf,B2,3
woman,A1,0
womb,C2,5
wonder,B1,2
wonderful,A1,0
wonderfully,C2,5
wondrous,B2,3
woo,C1,4
wood,A2,1
woodcarving,B2,3
wooded,C1,4
wooden,A2,1
woodland,C2,5
wool,A2,1
word,A1,0
wordage,C2,5
wording,C2,5
wordlessly,B2,3
wordsmith,C2,5
work,A1,0
work out,C2,5
workaholic,B2,3
workbench,B2,3
worker,A1,0
workforce,C1,4
working,B1,2
workman,B2,3
workout,B1,2
workplace,B1,2
workshop,B1,2
worktable,B2,3
world,A1,0
worldly,B2,3
worldview,B2,3
worldwide,B2,3
worm,B2,3
worn,B1,2
worn out,C2,5
wornout,B2,3
worried,A2,1
worry,A2,1
worrying,B2,3
worse,B2,3
worsen,B2,3
worship,B2,3
worst,B2,3
worth,B1,2
worthless,B2,3
worthwhile,B1,2
worthy,B1,2
would,A1,0
wound,B2,3
wounded,C1,4
wow,B1,2
wrack,C2,5
wrangle,C1,4
wrap,B1,2
wrapping,B1,2
wreck,B2,3
wrench,C1,4
wrestle,C2,5
wrinkle,C2,5
wrist,B2,3
wristwatch,B1,2
write,A1,0
writer,A1,0
writing,A2,1
written,B1,2
wrong,A2,1
wrongly,B2,3
wry,C1,4
wryly,C1,4
x-ray,B2,3
yacht,B2,3
yard,A1,0
yawn,B2,3
yeah,A2,1
year,A1,0
yearly,B1,2
yearn,B2,3
yell,B2,3
yellow,A1,0
yes,A1,0
yesterday,A1,0
yet,B1,2
yield,B2,3
yoga,B1,2
yoghurt,B1,2
yogurt,B1,2
you,A1,0
young,A1,0
youngster,B2,3
your,A1,0
yours,A1,0
yourself,A1,0
youth,A2,1
youthful,C2,5
yummy,B2,3
zany,C1,4
zeal,C2,5
zebra,B2,3
zero,A1,0
zimbabwe,B2,3
zip,B2,3
zone,B1,2
zoo,A1,0
zoologist,C2,5
zoology,C2,5
zoom,B2,3
,,
